名次,歌名,歌手,語言,年分,專輯
57,DON’T U EVER STOP,KAT-TUN,日語,2008,DON’T U EVER STOP
58,一顆心的距離,范瑋琪,華語,2008,FACES OF FANFAN新歌＋精選
59,為何我會喜歡上妳？,東方神起,日語,2008,為何我會喜歡上妳？
60,I’LL BE THERE,蕭亞軒,華語,2008,三面夏娃
61,帶我走,楊丞琳,華語,2008,半熟宣言
62,I KISSED A GIRL,KATY PERRY,西洋,2008,花漾派對
63,為妳存在,飛輪海,華語,2008,雙面飛輪海
64,ONE LOVE,嵐,日語,2008,ONE LOVE
65,MAMMA MIA,MERYL STREEP,西洋,2008,媽媽咪呀!電影原聲帶
66,親愛的那不是愛情,張韶涵,華語,2008,ANG5.0
67,收藏,蕭敬騰,華語,2008,蕭敬騰同名專輯
68,宇宙小姐,S.H.E,華語,2008,我的電台FM S.H.E
69,羈絆,中孝介,日語,2008,心絆情歌(台灣獨占企劃盤)
70,男人女人,許茹芸+阿穆隆,華語,2008,北緯66度
71,有你的快樂,JOANNA(王若琳),華語,2008,START FROM HERE
72,CHASING PAVEMENTS,ADELE,西洋,2008,十九歲
73,下一個天亮,郭靜,華語,2008,下一個天亮
74,ONE LOVE,SUPER JUNIOR,韓語,2008,SUPER SHOW-超級LIVE精選
75,IF I HAD EYES,JACK JOHNSON,西洋,2008,夢想國度
76,愛的小傘,手越增田,日語,2008,愛的小傘
77,HIHI BYEBYE,王心凌,華語,2008,RED CYNDI2008新歌+精選
78,YOU MAKE IT REAL,JAMES MORRISON,西洋,2008,我的故事‧未完待續
79,姊姊 妳太美了(REPLAY),SHINee,韓語,2008,閃耀全世界
80,出頭天,五月天,台語,2008,後青春期的詩
81,NO ONE,ALICIA KEYS,西洋,2008,深琴流露
82,鬥牛要不要,TANK,華語,2008,鬥牛要不要電視原聲帶
83,SECRET CODE,近畿小子,日語,2008,SECRET CODE
84,沿海公路的出口,S.H.E,華語,2008,我的電台FM S.H.E
85,伴你左右,米希亞,日語,2008,第八度空間
86,甲你攬牢牢,江蕙,台語,2008,甲你攬牢牢
87,LABELS OR LOVE,FERGIE,西洋,2008,慾望城市電影原聲帶
88,WAKE UP CALL,MAROON 5,西洋,2008,著魔嗎‧久等了(限量影音盤)
89,思念,蔡健雅,華語,2008,MY SPACE
90,INCONSOLABLE,BACKSTREET BOYS,西洋,2008,愛無敵(亞洲巡迴影音紀念版)
91,BE WITH YOU,寶兒,日語,2008,千顏兒語
92,SUPER SUNSHINE,曹格,華語,2008,SUPER SUNSHINE
93,7 THINGS,MILEY CYRUS,西洋,2008,無所不能
94,STAY WITH ME,蔡旻佑,華語,2008,搜尋蔡旻佑
95,24 XMAS TIME,倉木麻衣,日語,2008,24 XMAS TIME
96,我還想她,林俊傑,華語,2008,JJ陸
97,HEAVENLY DAYS,新垣結衣,日語,2008,天空
98,TAKING CHANCES,CELINE DION,西洋,2008,為愛冒險
99,沒有很會唱,小宇,華語,2008,小宇同學就是我
100,BEST OF ME,DANIEL POWTER,西洋,2008,墜入琴網
1,日不落,蔡依林,華語,2007,特務J
2,不能說的秘密,周杰倫,華語,2007,不能說的秘密電影原聲帶
3,GIRLFRIEND,AVRIL LAVIGNE,西洋,2007,美麗壞東西
4,崇拜,梁靜茹,華語,2007,崇拜
5,天使,五月天,華語,2007,為愛而生
6,朝著星光前進,NEWS,日語,2007,朝著星光前進
7,FLAVOR OF LIFE,宇多田,日語,2007,FLAVOR OF LIFE
8,無與倫比的美麗,蘇打綠,華語,2007,無與倫比的美麗
9,我懷念的,孫燕姿,華語,2007,逆光
10,五月天,S.H.E,華語,2007,PLAY
11,牛仔很忙,周杰倫,華語,2007,我很忙
12,WAY BACK INTO LOVE,品冠+梁靜茹,西洋,2007,最需要妳K歌情人
13,專屬天使,TANK,華語,2007,延長比賽
14,特務J,蔡依林,華語,2007,特務J
15,你是我心內的一首歌,王力宏+SELINA,華語,2007,改變自己
16,WHAT I’VE DONE,LINKIN PARK,西洋,2007,末日警鐘毀滅•新生
17,私奔到月球,五月天+陳綺貞,華語,2007,離開地球表面JUMP!2007極限大碟
18,璀璨,濱崎步,日語,2007,步姬密
19,怎麼辦,S.H.E,華語,2007,花樣少年少女電視原聲帶
20,如果你也聽說,張惠妹,華語,2007,STAR
21,UMBRELLA,RIHANNA+JAY-Z,西洋,2007,娜妹好壞
22,WAY BACK INTO LOVE,HUGH GRANT+ HALAY BENNETT,西洋,2007,K歌情人電影原聲帶
23,我不會唱歌,羅志祥,華語,2007,舞所不在
25,戀愛寫真,大塚愛,日語,2007,拼拼愛
26,背叛,曹格,華語,2007,SUPERMAN
27,IN MY ARMS,KYLIE MINOGUE+JOLIN,西洋,2007,X (亞洲獨佔影音豪華精裝版)
28,彩虹,周杰倫,華語,2007,我很忙
29,WHEN YOU’RE GONE,AVRIL LAVIGNE,西洋,2007,美麗壞東西
30,(YOU WANT TO) MAKE A MEMORY,BON JOVI,西洋,2007,飛行公路
31,BEAUTIFUL LIFE,w-inds.,日語,2007,BEAUTIFUL LIFE
32,逆光,孫燕姿,華語,2007,逆光
33,看不見的星星,中島美嘉,日語,2007,看不見的星星
34,當你離開的時候,蔡健雅,華語,2007,GOODBYE&HELLO
35,因為我相信,星光幫,華語,2007,星光同學會星光大道10強紀念專輯
36,KISS~回家路上的情歌~,手越增田,日語,2007,KISS~回家路上的情歌~
37,月牙灣,F.I.R,華語,2007,愛•歌姬
38,HONEY BEAT,V6,日語,2007,旅人
39,中國話,S.H.E,華語,2007,PLAY
40,永遠,近畿小子,日語,2007,永遠
41,愛無赦,蔡依林,華語,2007,特務J
42,LOVE LETTER,寶兒,日語,2007,LOVE LETTER
43,愛情轉移,陳奕迅,華語,2007,認了吧
44,WEEEEK,NEWS,日語,2007,WEEEEK
45,KEEP THE FAITH,KAT-TUN,日語,2007,KEEP THE FAITH
46,JUST WHEN I NEEDED YOU MOST,品冠,華語,2007,最需要妳K歌情人
47,JOURNEY,w-inds.,日語,2007,JOURNEY
48,聽袁惟仁彈吉他,S.H.E,華語,2007,PLAY
49,非你莫屬,TANK,華語,2007,延長比賽
50,思念是一種病,張震嶽+蔡健雅,華語,2007,OK
51,最重要的小事,五月天,華語,2007,為愛而生
52,一眼瞬間,張惠妹+蕭敬騰,華語,2007,STAR
53,LOVE SO SWEET,嵐,日語,2007,LOVE SO SWEET
54,IRREPLACEABLE,BEYONCE,西洋,2007,B’DAY(豪華影音旗艦盤)
55,改變自己,王力宏,華語,2007,改變自己
56,MAKES ME WONDER,MAROON 5,西洋,2007,著魔嗎•久等了
57,PART OF ME,濱崎步,日語,2007,A精選2-BLACK-
58,PATIENCE,TAKE THAT,西洋,2007,美麗境界
59,陽光宅男,周杰倫,華語,2007,我很忙
60,LOVE IS THE GREATEST THING,w-inds.,日語,2007,LOVE IS THE GREATEST THING
61,喜歡,張懸,華語,2007,親愛的…我還不知道
62,WIND IT UP,GWEN STEFANI,西洋,2007,甜蜜出關
63,AYO TECHNOLOGY,50 CENT+JUSTIN TIMBERLAKE+TIMBALAND,西洋,2007,五角大帝
64,缺氧,楊丞琳,華語,2007,任意門
65,淘汰,陳奕迅,華語,2007,認了吧
66,為愛而生,五月天,華語,2007,為愛而生
67,BLEED IT OUT,LINKIN PARK,西洋,2007,末日警鐘毀滅•新生
68,落葉歸根,王力宏,華語,2007,改變自己
69,在我們的城市裡,KAT-TUN,日語,2007,在我們的城市裡
70,咕嘰咕嘰,孫燕姿,華語,2007,逆光
71,是非題,范瑋琪,華語,2007,哲學家
72,HOME,WESTLIFE,西洋,2007,真愛守候
73,SHINE,東方神起,日語,2007,SHINE/RIDE ON
74,敗給你,羅志祥+蕭亞軒,華語,2007,舞所不在
75,那年夏天寧靜的海,王心凌,華語,2007,MAGIC CYNDI
76,LISTEN,BEYONCE,西洋,2007,夢幻女郎電影原聲帶
77,I LOVE YOU,中島美嘉,日語,2007,看不見的星星
78,傻瓜,溫嵐,華語,2007,熱浪
79,BRAND NEW SONG,近畿小子,日語,2007,BRAND NEW SONG
80,BET ON IT,TROY,西洋,2007,歌舞青春2電視電影原聲帶
81,I WANNA LOVE YOU,AKON+ SNOOP DOGG,西洋,2007,寂寞有罪
82,女爵,楊乃文,華語,2007,女爵
83,不痛,張韶涵,華語,2007,夢裡花
84,遊樂,蘇打綠,華語,2007,無與倫比的美麗
85,GRACE KELLY,MIKA,西洋,2007,卡通人生
86,金錢世界,SUPER JUNIOR,韓語,2007,第二擊
87,一支獨秀,羅志祥,華語,2007,舞所不在
88,C’EST LA VIE,梁靜茹,華語,2007,崇拜
89,路標,橘慶太,日語,2007,聲
90,記得愛,阿沁+李玖哲,華語,2007,梵谷的左耳
91,OPERA 2,VITAS,西洋,2007,精選~來台紀念專輯
92,表白,蕭亞軒,華語,2007,1087
93,想太多,李玖哲,華語,2007,想太多
94,REHAB,AMY WINEHOUSE,西洋,2007,黑色會
95,愛我,莉亞,西洋,2007,天命真女
96,JENNY,THE CLICK FIVE,西洋,2007,摩登新主張
97,我們的愛情故事,WaT,日語,2007,我們的愛情故事
98,C大調,張韶涵,華語,2007,夢裡花
99,"SORRY,BLAME IT ON ME",AKON,西洋,2007,寂寞有罪(白金升級盤)
100,白雪,倉木麻衣,日語,2007,白雪
1,今天妳要嫁給我,陶喆 / 蔡依林,華語,2006,太美麗
2,千里之外,周杰倫 / 費玉清,華語,2006,依然范特西
3,假裝,蔡依林,華語,2006,舞孃
4,KISS GOODBYE,王力宏,華語,2006,蓋世英雄
5,BAD DAY,DANIEL POWTER,西洋,2006,丹尼爾同名創作冠軍專輯
6,只對你有感覺,飛輪海 / HEBE (S.H.E),華語,2006,飛輪海同名專輯
7,這是愛嗎,霍爾 / J,韓語,2006,宮 野蠻王妃 電視原聲帶
8,聽媽媽的話,周杰倫,華語,2006,依然范特西
9,LONDON BRIDGE,FERGIE,西洋,2006,菲常妖姬
10,觸電,S.H.E,華語,2006,FOREVER 新歌+精選
11,青春AMIGO,修二與彰,日語,2006,青春AMIGO
12,THE ROSE,WESTLIFE,西洋,2006,鍾愛一生 情歌自選輯
13,親親,梁靜茹,華語,2006,親親
14,馬德里不思議,蔡依林,華語,2006,舞孃
15,BOOGIE WOOGIE 66,w-inds.,日語,2006,BOOGIE WOOGIE 66
16,原來,林俊傑,華語,2006,曹操
17,遇上愛,楊丞琳,華語,2006,遇上愛
18,SHE IS…,ALEX / HO LAN,韓語,2006,我叫金三順 電視原聲帶
19,給我你的愛,TANK,華語,2006,生存之道
20,擁抱我小姐,山下智久,日語,2006,擁抱我小姐
21,天灰,S.H.E,華語,2006,不想長大
22,大城小愛,王力宏,華語,2006,蓋世英雄
23,WISH,嵐,日語,2006,ARASHIC
24,星象儀,大塚愛,日語,2006,愛的料理
25,我要快樂？,張惠妹,華語,2006,我要快樂？
26,DON'T PHUNK WITH MY HEART,BLACK EYED PEAS,西洋,2006,黑色猴門企業(影音發功版)
27,隱形的翅膀,張韶涵,華語,2006,潘朵拉
28,約定,光良,華語,2006,約定 首張創作紀錄輯
29,THAT'S MY GOAL,SHYNE WARD,西洋,2006,夏恩華德首張冠軍專輯
30,JUST SO YOU KNOW,JESSE MCCARTNEY,西洋,2006,真情守候
31,梁山伯與茱麗葉,卓文萱 / 曹格,華語,2006,習慣
33,舞孃,蔡依林,華語,2006,舞孃
34,小情歌,蘇打綠,華語,2006,小宇宙
35,似曾相識,陶喆,華語,2006,太美麗
36,VENUS,瀧&翼,日語,2006,VENUS
37,雨天,孫燕姿,華語,2006,MY STORY YOUR SONG
38,殘廢,吳克群,華語,2006,將軍令
39,I'M COMING,RAIN,韓語,2006,誰雨爭鋒
40,BELIEVE ME,FORT MINOR,西洋,2006,火線同盟
41,睫毛彎彎,王心凌,華語,2006,CYNDI WITH U
42,IT'S IN THE STARS,w-inds.,日語,2006,IT'S IN THE STARS
43,夏日風情,近畿小子,日語,2006,夏日風情
44,不想長大,S.H.E,華語,2006,不想長大
45,好朋友,羅志祥,華語,2006,SPESHOW
46,唯舞獨尊,蔡依林,華語,2006,唯舞獨尊演唱會鮮聽版&特別混音專輯
47,FRIEND OR FOE,t.A.T.u.,西洋,2006,危險關係
48,SOMEDAY,倖田來未,日語,2006,再體驗∼第二次精選∼
49,北極星的眼淚,張棟樑,華語,2006,微笑PASTA電視原聲帶
50,FREE WAY,RAIN,韓語,2006,永恆的雨
51,寶貝(IN A DAY),張懸,華語,2006,MY LIFE WILL…
52,暖暖,梁靜茹,華語,2006,親親
53,白色風車,周杰倫,華語,2006,依然范特西
54,AIN'T NO OTHER MAN,CHRISTINA AGUILERA,西洋,2006,天生歌姬
55,BOLD & DELICIOUS,濱崎步,日語,2006,(步)解
56,甜蜜約定,183CLUB,華語,2006,愛情魔髮師 電視原聲帶
57,REAL FACE,KAT-TUN,日語,2006,REAL FACE
58,YOU RAISE ME UP,WESTLIFE,西洋,2006,真情相對
59,YOU GIVE ME SOMETHING,JAMES MORRISON,西洋,2006,未知數
60,彩虹的微笑,王心凌,華語,2006,微笑PASTA電視原聲帶
61,BLUE BIRD,濱崎步,日語,2006,BLUE BIRD
62,我可以,蔡旻佑,華語,2006,蔡旻佑首張個人創作專輯
63,SUPERWOMAN,曹格,華語,2006,曹格首張創作專輯 格格BLUE
64,SEXYBACK,JUSTIN TIMBERLAKE,西洋,2006,愛未來式
65,SO SICK,NE-YO,西洋,2006,我說
66,我們怎麼了,S.H.E,華語,2006,FOREVER 新歌+精選
67,GET HIGH,F.I.R,華語,2006,飛行部落
68,SCANDAL,吳建豪&安七炫,華語,2006,SCANDAL
69,一個像夏天一個像秋天,范瑋琪,華語,2006,我們的紀念日
70,BUTTONS,PUSSYCAT DOLLS / BIG SNOOP DOGG,西洋,2006,小野貓同名專輯 (限量惹火版)
71,精舞門,羅志祥,華語,2006,SPESHOW
72,FERGALICIOUS,FERGIE / WILL.I.AM,西洋,2006,菲常妖姬
73,曹操,林俊傑,華語,2006,曹操
74,FREE LOOP,DANIEL POWTER,西洋,2006,丹尼爾同名創作冠軍專輯
75,蓋世英雄,王力宏,華語,2006,蓋世英雄
76,L.O.V.E,ASHLEE SIIMPSON,西洋,2006,艾自己 (全球獨家版)
77,ARMY OF LOVERS,LEE RYAN,西洋,2006,黎萊恩首張個人專輯
78,TONIGHT,南拳媽媽,華語,2006,調色盤
79,I BELIEVE,絢香,日語,2006,FIRST MESSAGE
80,男傭,吳克群,華語,2006,將軍令
81,RIGHT WHERE YOU WANT ME,JESSE MCCARTNEY,西洋,2006,真情守候
82,第九夜,李玟,華語,2006,要定你
83,過敏,楊丞琳,華語,2006,遇上愛
84,我的心意,WaT,日語,2006,畢業時刻 - 我們的開始
85,ONLY HUMAN,K,日語,2006,飛越情海
86,BEAUTIFUL LOVE,蔡健雅,華語,2006,T TIME TANYA蔡健雅 新歌+精選
87,STARS ARE BLIND,PARIS HILTON,西洋,2006,芭黎絲處女大碟
88,戒不掉,庾澄慶,華語,2006,戒不掉
89,七彩的明日∼BRAND NEW BEAT∼,寶兒,日語,2006,七彩的明日~BRAND NEW BEAT~/YOUR COLOR
90,霍元甲,周杰倫,華語,2006,霍元甲
91,飛行部落,F.I.R,華語,2006,飛行部落
92,"O"" - 正反合",東方神起,韓語,2006,"O"" - 正反合"
93,人質,張惠妹,華語,2006,我要快樂？
94,一個人的行李,戴佩妮,華語,2006,I PENNY
95,喜歡你沒道理,張韶涵,華語,2006,潘朵拉
96,我們小時候,TANK,華語,2006,生存之道
97,太陽之歌,雨音薰,日語,2006,太陽之歌
98,DÉJÀ VU,BEYONCE / JAY-Z,西洋,2006,B`DAY
99,痛徹心扉,張棟樑,華語,2006,主打張棟樑
100,如果沒有你,莫文蔚,華語,2006,如果沒有你
1,夜曲,周杰倫,華語,2005,十一月的蕭邦
2,天空,蔡依林,華語,2005,J-GAME
3,輕閉雙眼,平井堅,日語,2005,情深意堅
4,心中的日月,王力宏,華語,2005,心中的日月
5,BEAUTIFUL SOUL,JESSE McCARTNEY,西洋,2005,天使的心
6,I DO,RAIN,韓語,2005,呼風喚雨
7,珊瑚海,周杰倫/Lara,華語,2005,十一月的蕭邦
8,戀愛ING,五月天,華語,2005,知足JUST MY PRIDE最真傑作選
9,ALL ABOUT US,t.A.T.u.,西洋,2005,危險關係
10,第一天,孫燕姿,華語,2005,完美的一天
11,曖昧,楊丞琳,華語,2005,曖昧
12,魅惑天空,中島美嘉,日語,2005,魅惑天空
13,HONEY,王心凌,華語,2005,HONEY
14,GUILTY,BLUE,西洋,2005,新歌+精選
15,愛我還是他,陶吉吉,華語,2005,太平盛世
16,可惜不是你,梁靜茹,華語,2005,絲路 通往愛的路途
17,彩蝶風舞,w-inds.,日語,2005,彩蝶風舞
18,當你孤單你會想起誰,張棟樑,華語,2005,張棟樑首張同名專輯
19,童話,光良,華語,2005,童話
20,HUNG UP,MADONNA,西洋,2005,娜語錄
21,ANNIVERSARY,近畿小子,日語,2005,ANNIVERSARY
22,眼淚成詩,孫燕姿,華語,2005,完美的一天
23,HAVE A NICE DAY,BON JOVI,西洋,2005,得意的一天
24,簡簡單單,林俊傑,華語,2005,編號89757
25,GIRL TALK,安室奈美惠,日語,2005,嘻哈時尚女王
26,野蠻遊戲,蔡依林,華語,2005,J-GAME
27,HEAVEN,濱崎步,日語,2005,HEAVEN
28,如果的事,范瑋琪+張韶涵,華語,2005,一比一
29,千年之戀,F.I.R,華語,2005,無限
30,牙關,五月天,華語,2005,知足JUST MY PRIDE最真傑作選
31,髮如雪,周杰倫,華語,2005,十一月的蕭邦
32,好久不見,5566,華語,2005,好久不見
33,MOTO,寶兒,韓語,2005,女孩天下
34,IT'S RAINING,RAIN,韓語,2005,呼風喚雨
35,不屑紀念,吳克群,華語,2005,大頑家
36,不得不愛,潘瑋柏+絃子,華語,2005,高手
37,櫻花紛飛時,中島美嘉,日語,2005,完美嘉音
38,DON'T CHA,PUSSYCAT DOLLS / BUSTA RHYMES,西洋,2005,小野貓同名專輯
39,猜不透,張韶涵,華語,2005,歐若拉
40,旅行的意義,陳綺貞,華語,2005,華麗的冒險
41,BECAUSE YOU LIVE,JESSE McCARTNEY,西洋,2005,天使的心
42,那女孩對我說,黃義達,華語,2005,專屬密碼
43,零,柯有倫,華語,2005,柯有倫首張創作專輯
44,知足,五月天,華語,2005,知足JUST MY PRIDE最真傑作選
45,SCHNAPPI,JOY GRUTTMANN,西洋,2005,鱷魚寶貝
47,AXEL F,CRAZY FROG,西洋,2005,起笑蛙闖天關
48,GOOD PEOPLE,JACK JOHNSON,西洋,2005,仲夏夜之夢
49,絲路,梁靜茹,華語,2005,絲路 通往愛的路途
50,WHAT CAN I DO,南拳媽媽,華語,2005,2號餐
51,CURTAIN FALLS,BLUE,西洋,2005,新歌+精選
52,青春AMIGO,修二&彰,日語,2005,青春AMIGO
53,HONEY HONEY,孫燕姿,華語,2005,完美的一天
54,WE BELONG TOGETHER,MARIAH CAREY,西洋,2005,天后再臨
55,真命天子,羅志祥+蔡依林,華語,2005,催眠SHOW
56,UNBREAK MY HEART,IL DIVO,西洋,2005,美聲男伶首張同名專輯
57,99% LIBERTY,近畿小子,日語,2005,H ALBUM - H. A. N. D. -
58,手放開,李聖傑,華語,2005,絕對痴心 手放開
59,FOREVER LOVE,王力宏,華語,2005,心中的日月
60,理想情人,楊丞琳,華語,2005,曖昧
61,就是愛你,陶喆,華語,2005,太平盛世
62,寂寞邊界,張棟樑,華語,2005,張棟樑首張同名專輯
63,INCOMPLETE,BACKSTREET BOYZ,西洋,2005,風雲再起
64,RISING SUN,東方神起,韓語,2005,東方昇起
65,睜一隻眼閉一隻眼,蔡依林,華語,2005,J-GAME
66,白色花漾,5566,華語,2005,好久不見
67,羈絆,橘子新樂園,日語,2005,橘然自得
68,WO WA,安室奈美惠,日語,2005,嘻哈時尚女王
69,真愛,183CLUB,華語,2005,王子變青蛙電視原聲帶
70,自我催眠,羅志祥,華語,2005,催眠SHOW
71,YOU'RE BEAUTIFUL,JAMES BLUNT,西洋,2005,不安於室
72,一首簡單的歌,王力宏,華語,2005,心中的日月
73,MOMENTS,濱崎步,日語,2005,私物語
74,從今以後,信樂團,華語,2005,挑釁新歌+精選
75,女人心事,陶晶瑩,華語,2005,走路去紐約
76,朋友,平井堅,日語,2005,情深意堅
77,星光,S.H.E,華語,2005,真命天女 電視原聲帶
78,HOLLABACK GIRL,GWEN STEFANI,西洋,2005,愛天使音樂寶貝
79,十六夜之月,w-inds.,日語,2005,十六夜之月
80,I THINK I,STAR,韓語,2005,浪漫再現 RAIN韓劇原聲帶
81,頻率,蘇打綠,華語,2005,蘇打綠
82,勇敢去愛,K-ONE,華語,2005,勇敢去愛
83,把愛放開,F.I.R,華語,2005,無限
84,木乃伊,林俊傑,華語,2005,編號89757
85,WON'T GIVE UP,5566,華語,2005,格鬥天王電視原聲帶
86,BE MY LAST,宇多田,日語,2005,BE MY LAST
87,ALMOST IN LOVE,化學超男子,日語,2005,就是為你
88,雙棲動物,蔡健雅,華語,2005,雙棲動物
89,RUMORS,LINDSAY LOHAN,西洋,2005,有話直說
90,九份的咖啡店,陳綺貞,華語,2005,CHEER精選
91,A MAN WITHOUT LOVE,PATRIZIO BUANNE,西洋,2005,義大利情人
92,SAY U LOVE ME,LARA / JASON,華語,2005,惡作劇之吻 電視原聲帶
93,I CAN'T SMILE WITHOUT YOU,立威廉,西洋,2005,聽威廉的歌
94,女孩天下,寶兒,韓語,2005,女孩天下
95,O SOLE MIO,張菲,西洋,2005,浪漫情歌選
96,櫻花盛開,嵐,日語,2005,櫻花盛開 （進口版）
97,BOULDVARD OF BROKEN DREAMS,GREEN DAY,西洋,2005,美國大白痴
98,夏天的風,元衛覺醒,華語,2005,幸福下載
99,狠狠愛,徐若瑄,華語,2005,狠狠愛
100,見習愛神,TWINS,華語,2005,見習愛神
1,七里香,周杰倫,華語,2004,七里香
2,MY HAPPY ENDING,AVRIL LAVIGNE,西洋,2004,酷到骨子裡
3,LYDIA,F.I.R.飛兒樂團,華語,2004,鬥魚電視原聲帶
4,美麗風采,w-inds.,日語,2004,美麗風采
5,我的愛,孫燕姿,華語,2004,STEFANIE
6,聽不到,梁靜茹,華語,2004,戀愛的力量新歌+精選
7,江南,林俊傑,華語,2004,第二天堂
8,就是愛,蔡依林,華語,2004,城堡
9,候鳥,S.H.E,華語,2004,ENCORE安可!!
10,藉口,周杰倫,華語,2004,七里香
11,倔強,五月天,華語,2004,神的孩子都在跳舞
12,MAGAMIX,BRITNEY SPEARS,西洋,2004,妮裳神話精選＋新曲
13,孤單北半球,林依晨,華語,2004,愛情合約電視原聲帶
14,FIRST LOVE,宇多田,日語,2004,宇多田冠軍全紀錄VOL.1
15,C’EST SI BON,5566+七朵花,華語,2004,C’EST SI BON最棒冠軍精選
16,BREATHE EASY,BLUE,西洋,2004,罪愛LIVE倫敦演唱會
17,MY NAME,BOA,韓語,2004,我是寶兒
18,愛你,王心凌,華語,2004,CYNDI LOVES YOU
19,DON’T TELL ME,AVRIL LAVIGNE,西洋,2004,酷到骨子裡
20,剎那,濱崎步,日語,2004,剎那
21,藍天,黃義達,華語,2004,無法定義
22,接受,梁靜茹,華語,2004,燕尾蝶下定愛的決心
23,而我知道,五月天,華語,2004,時光機
24,我們的愛,F.I.R.飛兒樂團,華語,2004,F.I.R.飛兒樂團同名專輯
25,DON'T KNOW WHY,平井堅,日語,2004,KEN’S BAR
26,同類,孫燕姿,華語,2004,STEFANIE
27,四季,w-inds.,日語,2004,四季
28,THIS LOVE,MAROON 5,西洋,2004,珍•情歌
29,HOW DO I LIVE,LEANN RIMES,西洋,2004,真愛萊臨
30,戀愛達人,羅志祥+小S,華語,2004,達人SHOW
31,黑白畫映,張學友,華語,2004,黑與白新歌+精選1985-2004
32,他還是不懂,S.H.E,華語,2004,奇幻旅程
